"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2463","495","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","50","NA","50","0","0","50","NA","0","0","0","50","50","0","50","0","50","0","0","50","0","0","50","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","060.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","50","50","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","249709","NA","247209","49853","49853","246015","NA","NA","NA","3310","247011","247012","NA","246015","3365","252985","49845","13918","249712","NA","3310","246012","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2270","318","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","51","NA","51","0","0","51","NA","0","0","0","51","51","0","51","0","51","0","0","51","0","0","51","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","stereo10.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","51","51","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","256926","NA","254425","49853","49853","253409","NA","NA","NA","3310","254228","254228","NA","253408","3365","256926","49845","13918","249712","NA","3310","253403","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2208","87","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","52","NA","52","0","0","52","NA","0","0","0","52","52","0","52","0","52","0","0","52","0","0","52","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m091.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","52","52","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","260642","NA","258142","49853","49853","257354","NA","NA","NA","3310","257944","257945","NA","257354","3365","260642","49845","13918","249712","NA","3310","257351","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2224","422","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","53","NA","53","0","0","53","NA","0","0","0","53","53","0","53","0","53","0","0","53","0","0","53","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","006.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","53","53","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","264695","NA","262195","49853","49853","261074","NA","NA","NA","3310","261998","261998","NA","261073","3365","264695","49845","13918","249712","NA","3310","261070","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2400","73","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","54","NA","54","0","0","54","NA","0","0","0","54","54","0","54","0","54","0","0","54","0","0","54","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m078.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","54","54","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","268400","NA","265900","49853","49853","265128","NA","NA","NA","3310","265703","265703","NA","265128","3365","268400","49845","13918","249712","NA","3310","265125","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2252","193","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","55","NA","55","0","0","55","NA","0","0","0","55","55","0","55","0","55","0","0","55","0","0","55","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","066.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","55","55","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","272234","NA","269734","49853","49853","268843","NA","NA","NA","3310","269537","269537","NA","268843","3365","272234","49845","13918","249712","NA","3310","268840","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2077","23","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","56","NA","56","0","0","56","NA","0","0","0","56","56","0","56","0","56","0","0","56","0","0","56","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m003.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","56","56","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","275893","NA","273393","49853","49853","272672","NA","NA","NA","3310","273196","273196","NA","272672","3365","275893","49845","13918","249712","NA","3310","272668","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2388","441","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","57","NA","57","0","0","57","NA","0","0","0","57","57","0","57","0","57","0","0","57","0","0","57","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f006.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","57","57","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","279974","NA","277474","49853","49853","276334","NA","NA","NA","3310","277276","277276","NA","276334","3365","279974","49845","13918","249712","NA","3310","276331","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2413","205","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","58","NA","58","0","0","58","NA","0","0","0","58","58","0","58","0","58","0","0","58","0","0","58","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","056.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","58","58","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","283815","NA","281315","49853","49853","280412","NA","NA","NA","3310","281118","281118","NA","280412","3365","283815","49845","13918","249712","NA","3310","280409","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2460","256","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","59","NA","59","0","0","59","NA","0","0","0","59","59","0","59","0","59","0","0","59","0","0","59","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","028.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","59","59","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","287709","NA","285209","49853","49853","284254","NA","NA","NA","3310","285012","285012","NA","284254","3365","287709","49845","13918","249712","NA","3310","284251","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2428","31","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","60","NA","60","0","0","60","NA","0","0","0","60","60","0","60","0","60","0","0","60","0","0","60","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f075.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","60","60","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","291379","NA","288879","49853","49853","288150","NA","NA","NA","3310","288682","288682","NA","288150","3365","291379","49845","13918","249712","NA","3310","288147","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2404","184","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","61","NA","61","0","0","61","NA","0","0","0","61","61","0","61","0","61","0","0","61","0","0","61","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","067.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","61","61","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","295201","NA","292701","49853","49853","291818","NA","NA","NA","3310","292503","292504","NA","291818","3365","295201","49845","13918","249712","NA","3310","291815","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2251","179","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","62","NA","62","0","0","62","NA","0","0","0","62","62","0","62","0","62","0","0","62","0","0","62","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f029.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","62","62","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","299013","NA","296513","49853","49853","295636","NA","NA","NA","3310","296316","296316","NA","295636","3365","299013","49845","13918","249712","NA","3310","295633","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2001","353","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","63","NA","63","0","0","63","NA","0","0","0","63","63","0","63","0","63","0","0","63","0","0","63","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m045.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","63","63","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","303002","NA","300502","49853","49853","299449","NA","NA","NA","3310","300303","300303","NA","299449","3365","303002","49845","13918","249712","NA","3310","299445","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2165","136","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","64","NA","64","0","0","64","NA","0","0","0","64","64","0","64","0","64","0","0","64","0","0","64","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f054.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","64","64","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","306777","NA","304277","49853","49853","303443","NA","NA","NA","3310","304080","304080","NA","303442","3365","306777","49845","13918","249712","NA","3310","303435","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2334","59","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","65","NA","65","0","0","65","NA","0","0","0","65","65","0","65","0","65","0","0","65","0","0","65","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f017.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","65","65","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","310485","NA","307985","49853","49853","307226","NA","NA","NA","3310","307787","307787","NA","307226","3365","310485","49845","13918","249712","NA","3310","307222","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2059","388","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","66","NA","66","0","0","66","NA","0","0","0","66","66","0","66","0","66","0","0","66","0","0","66","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m032.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","66","66","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","314516","NA","312016","49853","49853","310929","NA","NA","NA","3310","311818","311818","NA","310929","3365","314516","49845","13918","249712","NA","3310","310926","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2357","141","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","67","NA","67","0","0","67","NA","0","0","0","67","67","0","67","0","67","0","0","67","0","0","67","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m067.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","67","67","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","318302","NA","315802","49853","49853","314963","NA","NA","NA","3310","315605","315605","NA","314963","3365","318302","49845","13918","249712","NA","3310","314960","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2262","337","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","68","NA","68","0","0","68","NA","0","0","0","68","68","0","68","0","68","0","0","68","0","0","68","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","070.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","68","68","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","322279","NA","319779","49853","49853","318743","NA","NA","NA","3310","319581","319582","NA","318743","3365","322279","49845","13918","249712","NA","3310","318739","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2311","347","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","69","NA","69","0","0","69","NA","0","0","0","69","69","0","69","0","69","0","0","69","0","0","69","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m044.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","69","69","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","326261","NA","323761","49853","49853","322716","NA","NA","NA","3310","323564","323564","NA","322716","3365","326261","49845","13918","249712","NA","3310","322713","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2162","53","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","70","NA","70","0","0","70","NA","0","0","0","70","70","0","70","0","70","0","0","70","0","0","70","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m051.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","70","70","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","329958","NA","327458","49853","49853","326707","NA","NA","NA","3310","327261","327261","NA","326707","3365","329958","49845","13918","249712","NA","3310","326703","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2482","222","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","71","NA","71","0","0","71","NA","0","0","0","71","71","0","71","0","71","0","0","71","0","0","71","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f063.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","71","71","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","333817","NA","331317","49853","49853","330396","NA","NA","NA","3310","331120","331120","NA","330396","3365","333817","49845","13918","249712","NA","3310","330393","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2217","33","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","72","NA","72","0","0","72","NA","0","0","0","72","72","0","72","0","72","0","0","72","0","0","72","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","029.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","72","72","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","337489","NA","334989","49853","49853","334258","NA","NA","NA","3310","334792","334792","NA","334258","3365","337489","49845","13918","249712","NA","3310","334255","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2279","252","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","73","NA","73","0","0","73","NA","0","0","0","73","73","0","73","0","73","0","0","73","0","0","73","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m084.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","73","73","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","341379","NA","338879","49853","49853","337929","NA","NA","NA","3310","338682","338682","NA","337929","3365","341379","49845","13918","249712","NA","3310","337926","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2416","361","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","74","NA","74","0","0","74","NA","0","0","0","74","74","0","74","0","74","0","0","74","0","0","74","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m053.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","74","74","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","345378","NA","342878","49853","49853","341818","NA","NA","NA","3310","342681","342681","NA","341818","3365","345378","49845","13918","249712","NA","3310","341815","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2162","219","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","75","NA","75","0","0","75","NA","0","0","0","75","75","0","75","0","75","0","0","75","0","0","75","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f074.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","75","75","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","349240","NA","346740","49853","49853","345821","NA","NA","NA","3310","346542","346542","NA","345821","3365","349240","49845","13918","249712","NA","3310","345818","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2190","325","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","76","NA","76","0","0","76","NA","0","0","0","76","76","0","76","0","76","0","0","76","0","0","76","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f065.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","76","76","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","353208","NA","350707","49853","49853","349684","NA","NA","NA","3310","350510","350510","NA","349684","3365","353208","49845","13918","249712","NA","3310","349680","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2034","463","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","77","NA","77","0","0","77","NA","0","0","0","77","77","0","77","0","77","0","0","77","0","0","77","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","054.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","77","77","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","357317","NA","354817","49853","49853","353655","NA","NA","NA","3310","354619","354619","NA","353654","3365","357317","49845","13918","249712","NA","3310","353651","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2136","340","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","78","NA","78","0","0","78","NA","0","0","0","78","78","0","78","0","78","0","0","78","0","0","78","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f010.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","78","78","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","361299","NA","358799","49853","49853","357761","NA","NA","NA","3310","358602","358602","NA","357761","3365","361299","49845","13918","249712","NA","3310","357758","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
